State,CMS Certification Number (CCN),Provider Name,Address,City,Zip,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients’ care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients’ risk of falling,How often the home health team checked patients for depression,How often the home health team determined whether patients received a flu shot for the currnet flu season,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot),"With diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care",How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients’ breathing improved,How often patients’ wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted","How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital","How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being readmitted to the hospital",HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family"
AL,17124,DALE MEDICAL CTR HOME HEALTH,126 HOSPITAL AVENUE,OZARK,36360,Non - Profit Other,Yes,Yes,No,No,Yes,Yes,4,97.9,98.1,99.7,99.8,68.9,71.9,88.6,67.9,80.7,71.2,76.3,73.7,94.3,61.3,14.1,20.3,Same As Expected,Same As Expected,5,5,95,5,92,5,93,5,94,91
AL,17125,KELLER HOME CARE,116 4TH AVENUE SE,RED BAY,35582,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,98.4,99.6,99.7,99.6,82.7,78.3,99.8,83.2,76.5,85.5,85.3,79.3,90.6,77.8,18.3,11.8,Same As Expected,Same As Expected,5,5,93,5,90,4,87,4,91,87
AL,17127,SOUTH BALDWIN REGIONAL HOME HEALTH,110 ELECIA LANE,FOLEY,36535,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,2.5,89.8,98.8,99.6,98.1,60.1,70.3,98.6,63.1,59.9,69.8,55.5,61.4,95,51.1,18.6,11.8,Same As Expected,Same As Expected,4,4,90,4,88,3,86,3,89,82
AL,17128,MEDICAL CENTERS HOMECARE,11687 US HWY 431,GUNTERSVILLE,35976,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,5,99,99.9,99.9,99.9,98.3,97.9,99.8,81.8,76,85.1,91.1,82.1,94.7,69.3,16.3,13.7,Same As Expected,Worse Than Expected,5,5,94,5,91,4,88,5,93,91
AL,17129,HOMECARE OF EAST ALABAMA MEDICAL CENTER,"665 OPELIKA ROAD, SUITE 300",AUBURN,36830,Proprietary,Yes,Yes,Yes,Yes,No,Yes,4.5,97.7,99.8,100,99.7,77.9,80.7,100,72.2,67.8,78.1,81.8,79.1,94.4,65.1,15.5,12.8,Same As Expected,Same As Expected,4,4,89,4,87,4,87,4,87,83
AL,17130,INFIRMARY HOMECARE,800 COLLEGE AVENUE,JACKSON,36545,Proprietary,Yes,Yes,No,Yes,Yes,Yes,5,99.2,99.2,99.8,100,69.4,70.7,98.8,82.8,82.4,81.1,89.1,84.6,96.1,76.6,12.2,13.2,Same As Expected,Same As Expected,5,5,93,5,90,4,88,4,94,89
AL,17132,BROOKDALE HOME HEALTH BIRMINGHAM,"1104 2ND AVE EAST, SUITE C",ONEONTA,35121,Proprietary,Yes,Yes,Yes,Yes,No,No,5,98.4,99.8,100,100,91.4,94.5,98.8,76,67.8,89.6,89.7,89,,74.4,14.6,12.6,Same As Expected,Worse Than Expected,3,4,87,3,82,2,79,3,80,71
AL,17134,LHC HOMECARE OF SOUTH ALABAMA,"1802 US HIGHWAY 84 WEST, SUITE A",OPP,36467,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,5,99.8,100,100,99.9,81.9,85.7,99.8,84.6,80.4,95.1,95.8,87.8,97.2,84.9,19.3,13.6,Same As Expected,Same As Expected,5,5,92,5,89,4,89,4,90,90
AL,17135,COMMUNITY HOME CARE,1526 GILMER AVENUE,TALLASSEE,36078,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,97.5,99.7,100,100,62.3,78.6,99.1,61,59.1,60.3,68.9,63.5,98.4,52.4,24.3,9.7,Worse Than Expected,Same As Expected,Not Available,Not Available,96,Not Available,95,Not Available,93,Not Available,96,83
AL,17136,RELIABLE HOME HEALTH,435 MEETING AVENUE,GEORGIANA,36033,Proprietary,Yes,Yes,No,No,No,Yes,3,92.1,94.6,99.4,99.5,48.5,59.3,99,71,56.6,80.2,69.7,69,,59.5,22.3,12.2,Same As Expected,Same As Expected,4,5,95,4,89,5,92,3,89,76
AL,17138,L V STABLER MEMORIAL HOME HEALTH,"104 CAMELLIA AVENUE, SUITE B",GREENVILLE,36037,Proprietary,Yes,Yes,No,No,Yes,Yes,3.5,96.1,95.4,99.6,97.1,58.4,64,98.5,80.6,75.6,76.4,76.7,65.5,,69.6,13.9,12.8,Same As Expected,Worse Than Expected,5,5,91,5,88,3,83,5,94,87
AL,17139,ASSOCIATES HOME HEALTH SERVICES,102 WEST CONECUH AVE,UNION SPRINGS,36089,Proprietary,Yes,Yes,Yes,No,No,Yes,2.5,85.4,95,98.7,98,50.7,60.8,87.5,64.4,67.7,62.8,66.9,66.2,,69.2,31.1,13.1,Not Available,Not Available,Not Available,Not Available,95,Not Available,89,Not Available,84,Not Available,94,88
AL,17140,THE HOSPITAL HOME HEALTH,54 ROY BEALL DRIVE,LUVERNE,36049,Proprietary,Yes,Yes,No,No,No,Yes,3.5,99.3,99.3,100,100,78.8,90.6,100,55.6,71.7,71.7,58.3,57.7,,51.1,16.3,13.8,Same As Expected,Same As Expected,4,5,96,4,88,2,81,4,88,88
AL,17142,"ATMORE COMMUNITY HOME CARE, LLC","121 LINDBERG AVENUE, SUITE C",ATMORE,36502,Non - Profit Other,Yes,Yes,No,No,No,Yes,2,92.7,96.8,99.6,97.9,30.2,35.8,92.7,67.3,57.5,68.9,35.8,25.9,97.5,54.1,18.6,16.4,Same As Expected,Same As Expected,5,5,93,5,92,4,87,5,93,90
AL,17143,D W MCMILLAN HOME HEALTH,114 W JACKSON STREET,BREWTON,36426,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,98.4,100,100,99.6,75,84.3,100,90.7,78.2,95.7,92.8,87.2,91.8,76.8,20.7,19.5,Worse Than Expected,Worse Than Expected,4,5,91,5,89,4,88,3,85,82
AL,17145,ST VINCENTS HOME HEALTH OF ST CLAIR COUNTY,"2401 STEMLEY BRIDGE ROAD, SUITE 7",PELL CITY,35128,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,97.1,97.7,100,99.8,73.9,82.4,98.4,68,65.2,71.4,69.1,70.9,96.5,51.9,17.6,11.4,Worse Than Expected,Same As Expected,4,5,92,5,90,3,86,4,88,86
AL,17146,NORTHWEST HOME HEALTH,"711 HOSPITAL DRIVE, NE",RUSSELLVILLE,35653,Non - Profit Private,Yes,Yes,No,No,No,Yes,3.5,98.3,96.9,100,100,46.6,61.3,100,79.4,78.3,74.4,59.6,61.6,,65.8,19.3,11.7,Same As Expected,Same As Expected,5,5,96,5,94,5,91,5,93,94
AL,17147,SOUTHERN HOME HEALTH SERVICES,"30 SAMFORD AVENUE, UNIT 36-D",OPELIKA,36801,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,2.5,92.3,99.1,100,98.2,77.8,83.6,95.4,54.5,47.3,57.9,58.5,46.6,87.5,43.2,14.8,12.4,Same As Expected,Same As Expected,5,5,93,5,90,5,92,5,92,86
AL,17148,THOMAS HOME HEATLH,"7530 PARKER ROAD, SUITE 200",FAIRHOPE,36532,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,97.4,99.9,100,99.7,79.2,72.3,99.3,80,81.4,84.6,81.3,84,95.9,75.4,14.8,9.6,Same As Expected,Same As Expected,4,4,91,4,88,4,89,4,87,85
AL,17149,ST VINCENT'S HOME HEALTH OF JEFFERSON COUNTY,"1400 URBAN CENTER DRIVE, SUITE 240",BIRMINGHAM,35242,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.9,98.9,99.9,99.4,78.9,82.6,98.1,69.1,63.1,73.9,69.1,68.6,91.6,56.3,17.1,11.6,Same As Expected,Worse Than Expected,5,5,92,5,89,4,87,4,89,90
AL,17151,GENTIVA HEALTH SERVICES,1328 GREENBRIER-DEAR ROAD,ANNISTON,36207,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,94.3,95.1,99.9,98.9,84.7,90.6,87.3,76,65.8,77.9,71.8,74.3,89.8,56.5,23.6,13.5,Worse Than Expected,Same As Expected,4,4,91,5,90,4,89,4,92,88
AL,17152,GENTIVA HEALTH SERVICES,1025 FORT WILLIAMS,SYLACAUGA,35150,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,98.1,99.1,100,100,80,81.5,99.3,75.6,67.7,79.8,78.2,80.6,92.4,60.6,21.5,14.1,Same As Expected,Same As Expected,5,5,93,5,89,4,87,5,93,89
AL,17153,COMFORT CARE HOME HEALTH OF ALABASTER,"1140 1ST STREET N, STE 200",ALABASTER,35007,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,95.1,97.2,99.7,97.8,73.5,81.9,99,61.5,57.8,68.8,68,58.8,83.7,49.4,15.8,12.3,Same As Expected,Worse Than Expected,4,4,91,5,90,4,87,4,89,82
AL,17154,AMEDISYS HOME HEALTH,"4735 NORREL DRIVE, SUITE 125",TRUSSVILLE,35173,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.8,92.6,99.8,98.7,69.5,75.3,96.8,72.3,59.5,77.2,71.7,76.8,95,64.1,17.3,10.4,Same As Expected,Worse Than Expected,4,5,92,5,89,3,86,4,87,85
AL,17155,ALACARE HOME HEALTH & HOSPICE (MOBILE),6333 COTTAGE HILL ROAD,MOBILE,36609,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,87,99.7,100,100,69.2,75.7,100,75,75.9,83,85.5,84.4,90.5,67.9,16.9,10.1,Same As Expected,Same As Expected,4,3,87,4,85,4,89,3,81,76
AL,17156,BAPTIST CITIZENS HOME HEALTH CARE,604 STONE AVENUE,TALLADEGA,35160,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,4,93,92.9,98.6,95.9,59.9,54.6,94.2,83,76,90.2,83.1,87.2,95.8,81.9,19.3,11.6,Same As Expected,Better Than Expected,4,5,94,5,92,3,84,4,88,82
AL,17157,AMEDISYS HOME HEALTH OF OPELIKA,"3320 SKYWAY DRIVE, SUITE 804",OPELIKA,36801,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,96.8,98.3,99.2,97.5,79.7,81.3,85.8,69.7,69.2,79.3,66.4,73.4,94.9,62.8,15.7,14.8,Worse Than Expected,Same As Expected,4,3,87,4,87,3,84,4,89,79
AL,17158,AMEDISYS HOME HEALTH OF FORT PAYNE,501 GREENHILL BLVD SUITE 150,FORT PAYNE,35967,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,94.5,97.1,98.9,89.5,87.5,87.7,96.9,79.7,67,76.7,76.9,79.1,97.6,66.1,18.4,10.5,Same As Expected,Same As Expected,5,5,92,5,91,4,89,4,91,88
AL,17159,AMEDISYS HOME HEALTH,2560 COUNTY ROAD 112,DOTHAN,36303,Proprietary,Yes,Yes,No,Yes,Yes,Yes,3.5,94.1,85.4,98.6,89.1,71.2,66.7,77.2,78,69,77.4,74.5,75.5,95.4,73.7,18.3,18.7,Same As Expected,Worse Than Expected,4,5,89,4,87,4,87,3,83,86
AL,17160,ENCOMPASS HOME HEALTH OF ALABAMA,"2002 35TH STREET, SUITE D",VALLEY,36854,Proprietary,Yes,Yes,Yes,No,No,Yes,4.5,96.9,99,100,98.5,90,93.7,95.2,78.5,74.7,81.7,93.3,83.5,93.7,76,19.3,12.7,Same As Expected,Same As Expected,4,4,91,4,87,4,88,3,81,78
AL,17161,GENTIVA HEALTH SERVICES,"185 CHATEAU DRIVE, SW, SUITE 102",HUNTSVILLE,35801,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,93.2,98.2,100,97.7,83.3,86.8,97.3,70.1,68.3,77.4,81.2,84.9,93.7,65.2,18.1,12.6,Same As Expected,Worse Than Expected,3,4,87,4,85,2,82,3,84,80
AL,17163,AMEDISYS HOME HEALTH OF MONROEVILLE,15 MAYFIELD STREET,MONROEVILLE,36460,Proprietary,Yes,Yes,Yes,Yes,No,Yes,4.5,93.2,98,99.1,93.1,80.5,62.9,94.3,92.7,82.7,91.3,88.7,88.8,94.1,75.4,17.5,19.5,Same As Expected,Same As Expected,3,4,88,3,84,3,86,3,78,81
AL,17164,GENTIVA HEALTH SERVICES,2740 HEADLAND AVE,DOTHAN,36303,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,99,99.2,99.9,99.8,86.9,90.6,99.6,73.9,68.1,86.1,87.9,83.8,91.2,64,17.6,14.2,Same As Expected,Worse Than Expected,4,5,91,4,88,4,87,3,85,89
AL,17165,AMEDISYS HOME HEALTH OF FLORENCE,"412 S COURT STREET, SUITE 403",FLORENCE,35630,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,87.5,99.7,98.7,94.2,76.1,72.2,93.8,72.1,58.5,74.2,75.3,69.5,96.4,56.9,22,10.9,Worse Than Expected,Same As Expected,4,4,91,4,86,3,85,3,86,85
AL,17166,GENTIVA HEALTH SERVICES,118 6TH STREET SOUTH,CLANTON,35045,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96.3,87,100,100,83.4,89.8,94.1,72.1,70.5,74.1,65.5,72.1,79.9,57.3,16.2,10.6,Same As Expected,Same As Expected,4,5,92,5,92,2,81,5,93,89
AL,17167,GENTIVA HEALTH SERVICES,3319 DR JOHN HAYNES DRIVE SUITE 4,PELL CITY,35125,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,90.3,99.1,99.7,99.8,76.7,78.7,98.2,75.7,74.7,85.3,85.6,76.9,87.2,65.3,20.6,9.6,Same As Expected,Same As Expected,5,5,91,5,90,4,90,4,86,88
AL,17168,KINDRED AT HOME,824 WESTERN AMERICA DRIVE,MOBILE,36609,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,98.3,99.4,99.9,99.7,91.2,94.5,98.3,68.5,64,78.1,73.7,76.4,91.3,55.9,18.9,9.5,Same As Expected,Same As Expected,5,5,90,5,89,4,89,4,87,84
AL,17169,CV HOME HEALTH SERVICES,17035 HWY 11 NORTH,VANCE,35490,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,1.5,83,94.4,99.6,98.5,35.6,69.2,90.1,46.3,42.8,41.8,38.2,46.4,73.5,46.4,,,Not Available,Not Available,Not Available,Not Available,88,Not Available,81,Not Available,85,Not Available,87,65
AL,17170,GENTIVA HEALTH SERVICES,1458 JONES DAIRY ROAD SUITE 100,JASPER,35501,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,96.4,99,100,99.1,88.8,80.8,93.6,78.2,68.1,82.9,82.4,83.9,95,68.1,16.2,12.5,Same As Expected,Same As Expected,5,5,93,5,91,4,90,4,91,86
AL,17171,GENTIVA HEALTH SERVICES,"1015 1ST STREET, SW, SUITE A",CULLMAN,35055,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,94.1,92.7,100,99.4,83.3,85.1,91.5,73.6,67,80.6,74.8,75.1,91.6,67.6,16.8,14.3,Same As Expected,Worse Than Expected,4,4,89,5,89,3,86,4,85,84
AL,17172,"WOODLAND HOME HEALTH SERVICES CRMC, LLC",1910 CHEROKEE AVENUE SW,CULLMAN,35055,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,92,98.3,98.7,98.6,73.1,77.7,97.9,61.6,52.2,68.6,64.7,58.1,82.3,50.4,20.8,10.5,Same As Expected,Worse Than Expected,3,4,91,3,85,3,85,3,84,83
AL,17174,ULTRA CARE OF ETOWAH COUNTY,"100 MEDICAL CENTER DRIVE, SUITE 306",GADSDEN,35903,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,96.6,96.3,100,100,35.6,58.9,100,73.4,66.6,79.1,69.7,67.6,79,59,17.9,7.5,Not Available,Not Available,5,5,97,5,94,4,87,5,98,93
AL,17175,BROOKWOOD HOME HEALTH LLC,525 BROOKWOOD BLVD,HOMEWOOD,35209,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,91.2,96.1,99.4,99.7,74.1,79.9,94.2,71.5,68.6,69.9,60.7,70.9,85.9,56.6,12.4,10.4,Same As Expected,Same As Expected,3,4,89,3,79,2,78,3,83,75
AL,17176,ACE HOME HEALTH CARE,"7017 WALL TRIANA HIGHWAY, SUITE C",MADISON,35757,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,88.9,89.3,98.6,92.3,57.3,61.4,96,71.1,59.3,72.4,63.9,44,73.2,53.1,13.8,11.2,Same As Expected,Same As Expected,4,3,86,4,84,5,92,3,84,77
AL,17177,"SHOALS HOME SERVICES, LLC",1114 BRADSHAW DRIVE,FLORENCE,35630,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,91.7,88,100,98.9,81.3,84.8,88.2,76.2,67.4,79.2,69.4,66.2,,57.3,17.2,15.2,Same As Expected,Same As Expected,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AL,17178,"PROHEALTH OF NORTHEAST ALABAMA, LLC","1496 CHESTNUT BYP, UNIT D",CENTRE,35960,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,90.7,95.3,100,100,73.1,83.3,,77.1,63.4,78,53.6,,,48,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AL,17179,"PROHEALTH OF NORTH CENTRAL ALABAMA, LLC",923 2ND E AVENUE,ONEONTA,35121,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,91.1,92.7,100,100,77.8,82.1,90.5,64.5,74.2,65,58.9,58.1,,51.8,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AL,17180,"PROHEALTH-GULF COAST, LLC",105B LOTTIE LANE,FAIRHOPE,36532,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,81.8,93.9,96.7,97,66.7,57.6,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AL,17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,"1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320",TUSCALOOSA,35406,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,94.8,97.9,99.3,94.1,78.2,81.2,92.5,75.8,63.1,78,68,69.1,91.5,63.2,15.8,9.9,Same As Expected,Same As Expected,4,5,91,5,89,4,87,3,88,86
AL,17305,AMEDISYS HOME HEALTH OF ANNISTON,"171 TOWN CENTER DR, SUITE MPS-4",ANNISTON,36205,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,95.6,96.7,98.7,96.7,72.7,72.5,92.1,77.4,68.4,80.3,77,73.2,90.6,65.1,19.1,13.1,Worse Than Expected,Worse Than Expected,4,5,91,4,89,3,85,4,89,84
AL,17307,GENTIVA HEALTH SERVICES,"5009 RIVER CHASE DRIVE, BLDG 100, SUITE D",PHENIX CITY,36867,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,92.3,99.7,99.8,99.5,79.1,79.7,99.6,72.3,70.2,74.8,70.3,77.9,88.4,61.2,14.2,11.6,Same As Expected,Same As Expected,4,5,91,5,88,3,84,3,84,84
AL,17319,AMEDISYS HOME HEALTH OF MONTGOMERY,"300 INTERSTATE PARK DRIVE, SUITE 324",MONTGOMERY,36109,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,91.5,98,97.4,90.4,73.5,57.6,97.4,72.5,67.3,74.4,66,73,83.2,55.3,18.6,10.9,Worse Than Expected,Same As Expected,3,4,88,3,84,2,79,3,81,79
AL,17320,AMEDISYS HOME HEALTH OF SELMA,108 EXECUTIVE PARK LANE,SELMA,36701,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,95.9,98.9,99.4,95.4,70.8,65.6,98.3,81.2,71.3,82.1,83.4,83,95.2,64.8,17.2,12.7,Worse Than Expected,Worse Than Expected,5,5,93,5,91,4,89,4,89,87
AL,17323,MONROE CO HOSP PROGRESSIVE HOM,DR WOODROW EDDINS MED DR-P.O. 886,MONROEVILLE,36461,Government - State/ County,Yes,Yes,Yes,No,No,Yes,3,94.7,98.2,99.5,97.8,62,51.8,91.3,67.1,67.3,68.9,71.7,71.1,100,69.6,17.7,19.6,Same As Expected,Worse Than Expected,4,5,92,4,88,4,87,3,83,91
AL,17324,ALACARE HOME HEALTH AND HOSPICE,824 HIGHWAY 231 SOUTH,TROY,36081,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,92.4,99.2,99.9,99.9,81.2,77.8,98.9,76.6,72.8,81.4,83,83,95.3,68.4,16.7,12.5,Worse Than Expected,Same As Expected,5,5,92,5,90,4,89,4,87,87
AL,17326,ALACARE HOME HEALTH & HOSPICE,"1690 BELTLINE ROAD, STE B",DECATUR,35601,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,95.2,99.6,100,99.9,83,85,99.6,82.8,82.1,84.2,91.7,84.8,95.5,76.4,18.6,12,Worse Than Expected,Worse Than Expected,5,5,93,5,91,4,90,4,90,88
AL,17327,AMEDISYS HOME HEALTH OF WALKER,100 HIGHWAY 78 WEST,JASPER,35501,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,90.3,96.4,99.8,97,80.8,75.5,92.7,73.6,70.4,81.6,70.8,75.2,86,67.9,18.7,11.5,Worse Than Expected,Same As Expected,5,5,93,5,92,5,93,4,88,90
AL,17328,AMEDISYS HOME HEALTH OF BREWTON,2554 DOUGLAS AVENUE,BREWTON,36426,Proprietary,Yes,Yes,Yes,No,No,Yes,4.5,94.6,98.3,99.8,95,84.7,86,97.8,80.5,71.3,83.6,83.3,90,97.8,72,13.9,12.5,Same As Expected,Worse Than Expected,5,5,93,5,89,4,88,4,89,89
AL,17801,AUTAUGA COUNTY HOME CARE,219 NORTH COURT STREET,PRATTVILLE,36067,Government - State/ County,Yes,Yes,No,No,Yes,Yes,2.5,95.2,100,100,98.1,56.5,60.5,99.1,58,49.7,60,58.4,51.2,81.7,42.8,,,Not Available,Not Available,4,4,90,5,86,2,81,5,89,81
AL,17803,BARBOUR COUNTY HOME CARE,39 BROWDER STREET,CLAYTON,36016,Government - State/ County,Yes,Yes,No,No,Yes,Yes,3.5,96,96.9,96.7,98.4,51.5,55.5,100,75.2,71.1,80.4,60.7,75.5,93.3,60.2,16.5,21.1,Not Available,Not Available,5,5,92,5,89,5,92,5,97,75
AL,17812,MARENGO COUNTY HOME CARE AGENCY,303 INDUSTRIAL DRIVE,LINDEN,36748,Government - State/ County,Yes,Yes,No,No,Yes,Yes,2,89.7,100,91.7,92.9,59.1,39.3,,39.3,20.2,32.9,,,,34.6,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
AL,17816,COFFEE COUNTY HOME CARE,2841 NEAL METCALF ROAD,ENTERPRISE,36330,Government - State/ County,Yes,Yes,No,No,Yes,Yes,2.5,96.6,99,100,96.6,53.4,68.8,94.8,60.7,59.3,61.5,53.4,55.4,,47.6,14.3,7.8,Not Available,Not Available,5,5,93,5,93,5,96,5,96,82
AL,17817,NORTHWEST ALABAMA REGIONAL HOME CARE AGENCY,1000 SOUTH JACKSON HIGHWAY,SHEFFIELD,35660,Government - State/ County,Yes,Yes,Yes,No,Yes,Yes,4,99.2,96.8,100,99.2,60.5,54.1,100,80.6,73.2,90.6,79.4,72.5,,68.5,20.3,10.9,Not Available,Not Available,5,5,93,5,92,5,92,5,93,88
AL,17818,CONECUH COUNTY HOME CARE,102 WILD AVENUE,EVERGREEN,36401,Government - State/ County,Yes,Yes,No,No,Yes,Yes,3,96.1,98,100,98,46.1,59.2,98.8,74.3,62.8,73.7,69.7,75.6,,39.4,22.7,17,Not Available,Not Available,Not Available,Not Available,98,Not Available,92,Not Available,95,Not Available,91,90
AL,17824,DALLAS COUNTY HOME CARE,100 SAMUEL O. MOSLEY DR,SELMA,36701,Government - State/ County,Yes,No,No,No,Yes,Yes,2.5,88.8,100,98.8,97,59.2,39.4,100,56.6,45.7,39.3,75.7,65.7,,51.2,,,Not Available,Not Available,Not Available,Not Available,86,Not Available,76,Not Available,87,Not Available,66,58
AL,17825,DEKALB COUNTY HOME CARE,2401 CALVIN DRIVE SOUTHWEST,FORT PAYNE,35967,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,4,87.3,90.4,98.4,98.6,71.3,34.9,99,82,75.3,85.7,72,71.5,82.8,54.5,9.9,17.1,Not Available,Not Available,5,5,94,5,92,4,87,4,92,86
AL,17828,ETOWAH COUNTY HOME CARE,709 EAST BROAD STREET,GADSDEN,35903,Government - State/ County,Yes,Yes,Yes,No,Yes,Yes,4,92.3,98,96.9,99.3,55.5,51.1,99.5,83.3,85.6,84.6,83.6,83.8,83.9,70.7,14.1,14,Same As Expected,Same As Expected,5,5,94,5,89,4,88,5,89,80
AL,17831,GENEVA COUNTY HOME CARE,300 COUNTY ROAD 41,HARTFORD,36344,Government - State/ County,Yes,Yes,No,No,Yes,Yes,4.5,98.6,99.3,98.1,95.8,83.8,69.2,100,83.1,83.1,89.8,59.8,83.8,,70.2,14.3,20.7,Not Available,Not Available,Not Available,Not Available,95,Not Available,89,Not Available,89,Not Available,90,84
AL,17835,HOUSTON COUNTY HOME CARE,1781 E COTTONWOOD ROAD,DOTHAN,36302,Government - State/ County,Yes,Yes,No,No,Yes,Yes,3,94.9,98.2,99.3,98.5,66.7,71.1,98.9,67.5,55.1,60.7,60.7,61.4,93.3,48.8,13.3,16.6,Same As Expected,Same As Expected,5,5,89,5,90,5,92,3,88,76
AL,17836,JACKSON COUNTY HOME CARE,204 LIBERTY LANE,SCOTTSBORO,35769,Government - State/ County,Yes,Yes,No,No,Yes,Yes,2.5,97.4,99.1,98.9,100,52.2,54.1,100,54.8,53.1,57.9,39,38.8,,36.5,9.5,6.9,Not Available,Not Available,Not Available,Not Available,99,Not Available,91,Not Available,89,Not Available,92,92
AL,17847,MARION COUNTY HOME CARE,"2448 MILITARY STREET, SOUTH",HAMILTON,35570,Government - State/ County,Yes,Yes,Yes,Yes,Yes,Yes,5,99.5,96.7,100,100,86.5,85.4,100,89.1,82.2,97.5,83.8,79.6,,76.3,9.8,12.1,Same As Expected,Same As Expected,5,5,96,5,96,5,95,5,94,86
AL,17848,MARSHALL COUNTY HOME CARE,150 JUDY SMITH DRIVE,GUNTERSVILLE,35976,Government - State/ County,Yes,Yes,Yes,No,Yes,Yes,4,96.9,100,98.1,100,67.3,82.7,98.4,72.9,67,88.8,92.9,77.3,,60.5,16.1,6.7,Not Available,Not Available,4,4,88,4,85,3,83,4,91,84
